Currently_Investing,Investment_Types,Review_Frequency,Income_Investment_%,Risk_Appetite,Understanding_Level,Preference,Advisor_Type,Past_Loss_Experience,Reaction_To_Loss,Return_Expectation,Recommended_Investment,Recommendation_Reasoning,Recommendation_Confidence
Yes,"Crypto, Stocks",Monthly,15,High,Medium,Long-Term,Self,Yes,Hold,Medium (8-12%),"Direct Equity (select stocks), SIP in Aggressive Equity Funds, Small allocation to Crypto (if comfortable)",High risk appetite -> equity-heavy allocation for higher expected returns.,0.65
No,None,Quarterly,0,Moderate,Low,Long-Term,Professional Advisor,No,N/A,High (>12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds), Begin small SIP in Balanced Mutual Funds",No current investments; build emergency corpus and start safe instruments. Consider SIP to get market exposure with rupee cost averaging.,0.55
Yes,"Gold, Mutual Funds, SIP",Quarterly,13,Moderate,Medium,Long-Term,Self,Yes,Diversify,Medium (8-12%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability",Moderate risk -> mix of equity via SIPs and debt for stability.,0.55
No,None,Rarely,0,Moderate,Medium,Short-Term,Professional Advisor,Yes,Hold,Low (<8%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds)",No current investments; build emergency corpus and start safe instruments.,0.5
Yes,"Crypto, Stocks",Monthly,12,High,Medium,Both,Self,No,N/A,Medium (8-12%),"Direct Equity (select stocks), SIP in Aggressive Equity Funds, Small allocation to Crypto (if comfortable)",High risk appetite -> equity-heavy allocation for higher expected returns.,0.6
Yes,"Gold, Mutual Funds",Monthly,0,Moderate,Medium,Long-Term,Self,No,N/A,Medium (8-12%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability",Moderate risk -> mix of equity via SIPs and debt for stability.,0.6
Yes,Mutual Funds,Never,17,Moderate,Medium,Long-Term,Professional Advisor,No,N/A,High (>12%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability",Moderate risk -> mix of equity via SIPs and debt for stability.,0.75
Yes,"Crypto, Stocks",Monthly,20,High,Medium,Long-Term,Professional Advisor,No,N/A,High (>12%),"Direct Equity (select stocks), SIP in Aggressive Equity Funds, Small allocation to Crypto (if comfortable)",High risk appetite -> equity-heavy allocation for higher expected returns.,0.75
Yes,"FD, Mutual Funds",Weekly,0,Low,Low,Long-Term,Professional Advisor,No,N/A,Medium (8-12%),"FD, Debt Mutual Funds, Gold (small % for hedge)","Low risk appetite -> capital preservation instruments. Recommend simpler, easy-to-understand instruments and advisor guidance.",0.65
No,None,Monthly,0,High,Medium,Both,Professional Advisor,No,N/A,High (>12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds), Begin small SIP in Balanced Mutual Funds",No current investments; build emergency corpus and start safe instruments. Consider SIP to get market exposure with rupee cost averaging.,0.55
Yes,"FD, Gold, Mutual Funds",Weekly,12,Low,Medium,Long-Term,Self,No,N/A,Low (<8%),"FD, Debt Mutual Funds, Gold (small % for hedge)",Low risk appetite -> capital preservation instruments. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.,0.6
Yes,FD,Never,12,Low,Low,Long-Term,Self,No,N/A,Low (<8%),"FD, Debt Mutual Funds, Gold (small % for hedge)","Low risk appetite -> capital preservation instruments. Recommend simpler, easy-to-understand instruments and advisor guidance. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.",0.6
Yes,FD,Monthly,8,Low,Low,Both,Self,No,N/A,High (>12%),"FD, Debt Mutual Funds, Gold (small % for hedge)","Low risk appetite -> capital preservation instruments. Recommend simpler, easy-to-understand instruments and advisor guidance.",0.6
Yes,"Crypto, SIP, Stocks",Rarely,25,High,Medium,Long-Term,Self,No,N/A,Low (<8%),"Direct Equity (select stocks), SIP in Aggressive Equity Funds, Small allocation to Crypto (if comfortable)",High risk appetite -> equity-heavy allocation for higher expected returns. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.,0.7
Yes,Stocks,Never,35,High,Medium,Long-Term,Professional Advisor,No,N/A,Low (<8%),"Direct Equity (select stocks), SIP in Aggressive Equity Funds, Small allocation to Crypto (if comfortable)",High risk appetite -> equity-heavy allocation for higher expected returns. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.,0.75
Yes,"FD, Mutual Funds, SIP",Quarterly,22,Moderate,Low,Short-Term,Professional Advisor,Yes,Hold,Low (<8%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability, FD / Liquid Funds for short-term goals, Prefer Managed Mutual Funds over direct stock picking","Moderate risk -> mix of equity via SIPs and debt for stability. Short-term preference -> recommend liquid/safe instruments for near-term needs. Recommend simpler, easy-to-understand instruments and advisor guidance. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.",0.7
No,None,Weekly,5,Moderate,High,Both,Professional Advisor,Yes,Diversify,Medium (8-12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds), Begin small SIP in Balanced Mutual Funds",No current investments; build emergency corpus and start safe instruments. Consider SIP to get market exposure with rupee cost averaging.,0.65
Yes,Mutual Funds,Monthly,16,Moderate,Medium,Long-Term,Professional Advisor,No,N/A,Medium (8-12%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability",Moderate risk -> mix of equity via SIPs and debt for stability.,0.75
Yes,"SIP, Stocks",Quarterly,17,High,High,Long-Term,Professional Advisor,No,N/A,Medium (8-12%),"Direct Equity (select stocks), SIP in Aggressive Equity Funds, Small allocation to Crypto (if comfortable)",High risk appetite -> equity-heavy allocation for higher expected returns.,0.9
Yes,"Mutual Funds, Stocks",Quarterly,5,Moderate,Medium,Long-Term,Self,Yes,Hold,Low (<8%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability",Moderate risk -> mix of equity via SIPs and debt for stability. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.,0.55
No,None,Quarterly,2,Moderate,Medium,Short-Term,Self,No,N/A,Medium (8-12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds), Begin small SIP in Balanced Mutual Funds",No current investments; build emergency corpus and start safe instruments. Consider SIP to get market exposure with rupee cost averaging.,0.5
No,None,Quarterly,0,Low,High,Long-Term,Professional Advisor,No,N/A,High (>12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds)",No current investments; build emergency corpus and start safe instruments.,0.7
No,None,Rarely,0,Moderate,Medium,Short-Term,Self,Yes,Hold,High (>12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds), Begin small SIP in Balanced Mutual Funds",No current investments; build emergency corpus and start safe instruments. Consider SIP to get market exposure with rupee cost averaging.,0.45
Yes,"Mutual Funds, SIP",Quarterly,22,Moderate,Medium,Long-Term,Self,No,N/A,Medium (8-12%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability",Moderate risk -> mix of equity via SIPs and debt for stability.,0.7
Yes,"Gold, Mutual Funds, SIP",Yearly,10,Moderate,Low,Long-Term,Self,No,N/A,High (>12%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability, Prefer Managed Mutual Funds over direct stock picking","Moderate risk -> mix of equity via SIPs and debt for stability. Recommend simpler, easy-to-understand instruments and advisor guidance.",0.6
Yes,FD,Rarely,2,Low,Medium,Long-Term,Professional Advisor,No,N/A,Medium (8-12%),"FD, Debt Mutual Funds, Gold (small % for hedge)",Low risk appetite -> capital preservation instruments.,0.65
Yes,"Crypto, Stocks",Monthly,23,High,Low,Long-Term,Self,No,N/A,Low (<8%),"Direct Equity (select stocks), SIP in Aggressive Equity Funds, Small allocation to Crypto (if comfortable), Prefer Managed Mutual Funds over direct stock picking","High risk appetite -> equity-heavy allocation for higher expected returns. Recommend simpler, easy-to-understand instruments and advisor guidance. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.",0.7
Yes,"FD, Real Estate",Monthly,1,Low,Low,Both,Professional Advisor,No,N/A,Low (<8%),"FD, Debt Mutual Funds, Gold (small % for hedge)","Low risk appetite -> capital preservation instruments. Recommend simpler, easy-to-understand instruments and advisor guidance. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.",0.65
Yes,"Mutual Funds, SIP",Monthly,12,Moderate,Low,Long-Term,Professional Advisor,No,N/A,Low (<8%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability, Prefer Managed Mutual Funds over direct stock picking","Moderate risk -> mix of equity via SIPs and debt for stability. Recommend simpler, easy-to-understand instruments and advisor guidance. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.",0.65
Yes,"FD, Mutual Funds, SIP, Stocks",Monthly,25,High,Low,Short-Term,Self,No,N/A,Medium (8-12%),"Direct Equity (select stocks), SIP in Aggressive Equity Funds, Small allocation to Crypto (if comfortable), FD / Liquid Funds for short-term goals, Prefer Managed Mutual Funds over direct stock picking","High risk appetite -> equity-heavy allocation for higher expected returns. Short-term preference -> recommend liquid/safe instruments for near-term needs. Recommend simpler, easy-to-understand instruments and advisor guidance.",0.7
Yes,"Mutual Funds, SIP",Quarterly,11,Moderate,High,Short-Term,Professional Advisor,No,N/A,Low (<8%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability, FD / Liquid Funds for short-term goals",Moderate risk -> mix of equity via SIPs and debt for stability. Short-term preference -> recommend liquid/safe instruments for near-term needs. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.,0.8
No,None,Monthly,0,Low,Low,Long-Term,Professional Advisor,No,N/A,Medium (8-12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds)",No current investments; build emergency corpus and start safe instruments.,0.55
Yes,Mutual Funds,Quarterly,6,Moderate,Medium,Both,Professional Advisor,No,N/A,Low (<8%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability",Moderate risk -> mix of equity via SIPs and debt for stability. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.,0.65
Yes,"Mutual Funds, SIP, Stocks",Never,11,High,High,Both,Professional Advisor,No,N/A,High (>12%),"Direct Equity (select stocks), SIP in Aggressive Equity Funds, Small allocation to Crypto (if comfortable)",High risk appetite -> equity-heavy allocation for higher expected returns.,0.8
No,None,Monthly,0,Moderate,Medium,Both,Self,Yes,Hold,Medium (8-12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds), Begin small SIP in Balanced Mutual Funds",No current investments; build emergency corpus and start safe instruments. Consider SIP to get market exposure with rupee cost averaging.,0.45
Yes,Stocks,Quarterly,32,High,Low,Long-Term,Professional Advisor,Yes,Hold,High (>12%),"Direct Equity (select stocks), SIP in Aggressive Equity Funds, Small allocation to Crypto (if comfortable), Consider Real Estate (if goal horizon long and cashflow permits), Prefer Managed Mutual Funds over direct stock picking","High risk appetite -> equity-heavy allocation for higher expected returns. Advisor involvement + higher investment % -> examine alternative assets like real estate. Recommend simpler, easy-to-understand instruments and advisor guidance.",0.7
No,None,Monthly,2,Low,Medium,Long-Term,Self,Yes,Hold,High (>12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds)",No current investments; build emergency corpus and start safe instruments.,0.45
Yes,"Mutual Funds, SIP",Monthly,8,Moderate,Medium,Long-Term,Both,Yes,Diversify,Low (<8%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability",Moderate risk -> mix of equity via SIPs and debt for stability. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.,0.6
Yes,"Mutual Funds, SIP",Quarterly,22,Moderate,Medium,Short-Term,Professional Advisor,No,N/A,Medium (8-12%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability, FD / Liquid Funds for short-term goals",Moderate risk -> mix of equity via SIPs and debt for stability. Short-term preference -> recommend liquid/safe instruments for near-term needs.,0.75
No,None,Rarely,0,High,Medium,Short-Term,Professional Advisor,No,N/A,Low (<8%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds)",No current investments; build emergency corpus and start safe instruments.,0.55
No,None,Monthly,0,Low,High,Both,Self,No,N/A,High (>12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds)",No current investments; build emergency corpus and start safe instruments.,0.65
No,None,Monthly,3,High,Medium,Long-Term,Self,No,N/A,Medium (8-12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds), Begin small SIP in Balanced Mutual Funds",No current investments; build emergency corpus and start safe instruments. Consider SIP to get market exposure with rupee cost averaging.,0.5
Yes,"Mutual Funds, SIP",Monthly,4,Moderate,Medium,Long-Term,Self,No,N/A,Low (<8%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability",Moderate risk -> mix of equity via SIPs and debt for stability. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.,0.6
Yes,"Mutual Funds, SIP",Monthly,12,Moderate,Medium,Short-Term,Self,No,N/A,Low (<8%),"SIP in Equity Mutual Funds (large-cap / hybrid), Debt Funds / FDs for stability, FD / Liquid Funds for short-term goals",Moderate risk -> mix of equity via SIPs and debt for stability. Short-term preference -> recommend liquid/safe instruments for near-term needs. User expects low returns but holds/being recommended high-risk instruments — advise recalibration.,0.6
Yes,"FD, Mutual Funds",Monthly,12,Low,Low,Both,Self,No,N/A,Medium (8-12%),"FD, Debt Mutual Funds, Gold (small % for hedge)","Low risk appetite -> capital preservation instruments. Recommend simpler, easy-to-understand instruments and advisor guidance.",0.6
Yes,"Crypto, SIP, Stocks",Quarterly,28,High,High,Long-Term,Self,No,N/A,High (>12%),"Direct Equity (select stocks), SIP in Aggressive Equity Funds, Small allocation to Crypto (if comfortable)",High risk appetite -> equity-heavy allocation for higher expected returns.,0.85
No,None,Monthly,3,Low,Low,Long-Term,Self,No,N/A,Medium (8-12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds)",No current investments; build emergency corpus and start safe instruments.,0.5
Yes,FD,Quarterly,11,Low,Medium,Both,Both,No,N/A,High (>12%),"FD, Debt Mutual Funds, Gold (small % for hedge)",Low risk appetite -> capital preservation instruments.,0.65
No,None,Quarterly,0,Low,High,Long-Term,Self,Yes,Invest More,Medium (8-12%),"Start with FD / Recurring Deposit, Emergency Fund (Liquid Funds)",No current investments; build emergency corpus and start safe instruments.,0.6
